eps,n,s0,H0rd,M_B,chi2_total,delta_lcdm,delta_eps0
0.02,-0.52,0.0010000000000560253,9956.76843806043,-19.35214007041969,1780.7825625326554,8.326562532655544,8.21889746242664
0.022,-0.522,0.001000000005229105,9949.955152276256,-19.351949204806285,1781.956715979324,9.500715979324013,9.393050909095109
0.024,-0.524,0.001000000000613497,9943.151180423505,-19.351758274739357,1783.194422847374,10.738422847374068,10.630757777145163
0.026,-0.526,0.001000000007413581,9936.356571123768,-19.35156728405249,1784.4955587941583,12.039558794158438,11.931893723929534
0.028,-0.528,0.001000000010233699,9929.571262385081,-19.351376226541984,1785.859999269523,13.403999269523183,13.296334199294279
0.03,-0.53,0.0010000000005491176,9922.795316260108,-19.351185103590847,1787.2876195198403,14.831619519840388,14.723954449611483
0.032,-0.532,0.0010000000010322214,9916.028605377123,-19.350993919491838,1788.778294592013,16.322294592013122,16.214629521784218
0.034,-0.534,0.0010000000009259926,9909.271222996857,-19.350802668355154,1790.331899337446,17.87589933744607,17.768234267217167
0.036,-0.536,0.0010000000042057749,9902.523072872884,-19.35061135673055,1791.9483084160117,19.492308416011838,19.384643345782933
0.038,-0.538,0.0010000000048817537,9895.784206710268,-19.350419978624952,1793.627396299961,21.17139629996109,21.063731229732184
0.04,-0.54,0.0010000000006253594,9889.054528701457,-19.35022853858049,1795.3690372778597,22.913037277859758,22.805372207630853
0.042,-0.542,0.0010000000037827834,9882.334097275874,-19.350037033610743,1797.1731054584518,24.717105458451897,24.609440388222993
0.044,-0.544,0.0010000000011411818,9875.622846245027,-19.34984546548773,1799.039474774512,26.58347477451207,26.475809704283165
0.046,-0.546,0.0010000000014239493,9868.920821921285,-19.349653834530567,1800.9680189866842,28.512018986684325,28.40435391645542
0.048,-0.548,0.0010000000000409638,9862.227935836427,-19.349462137709505,1802.9586116873038,30.502611687303897,30.394946617074993
0.05,-0.55,0.0010000000002078117,9855.544166464773,-19.34927037848811,1805.0111263041665,32.555126304166606,32.4474612339377
0.052,-0.552,0.0010000000007840321,9848.869621450207,-19.34907856231416,1807.1254361042943,34.66943610429439,34.56177103406549
0.054,-0.554,0.0010000000004755493,9842.20413308639,-19.34888667440752,1809.3014141976614,36.84541419766151,36.73774912743261
0.056,-0.556,0.0010000000013229149,9835.547740319513,-19.3486947214958,1811.5389335409393,39.08293354093939,38.97526847071049
0.058,-0.558,0.0010000000009572968,9828.900493927636,-19.348502710277213,1813.837866941142,41.38186694114211,41.2742018709132
0.06,-0.56,0.0010000000047423645,9822.262270327776,-19.34831063763431,1816.1980870593165,43.742087059316646,43.63442198908774
0.062,-0.562,0.001000000000568799,9815.633131879162,-19.348118494882154,1818.619466414175,46.16346641417499,46.05580134394609
0.064,-0.5640000000000001,0.0010000000006703176,9809.013044760111,-19.347926295210666,1821.1018773857263,48.64587738572641,48.5382123154975
0.066,-0.5660000000000001,0.001000000001577294,9802.401940495512,-19.34773402791063,1823.645192218842,51.18919221884221,51.081527148613304
0.068,-0.5680000000000001,0.0010000000003178335,9795.7998625888,-19.347541697980326,1826.249283026845,53.793283026845074,53.68561795661617
0.07,-0.5700000000000001,0.001000000000698114,9789.206786535497,-19.34734930896236,1828.9140217950394,56.458021795039485,56.35035672481058
0.072,-0.572,0.0010000000023411447,9782.622702067929,-19.347156855802137,1831.6392803842589,59.18328038425898,59.075615314030074
0.074,-0.574,0.0010000000026960752,9776.047582098348,-19.346964339795843,1834.4249305343326,61.968930534332685,61.86126546410378
0.076,-0.576,0.0010000000000831345,9769.481401501367,-19.34677175930913,1837.270843867577,64.81484386757711,64.7071787973482
0.078,-0.578,0.0010000000004432887,9762.92415509334,-19.346579117095114,1840.1768918922353,67.72089189223539,67.61322682200648
0.08,-0.58,0.0010000000007148228,9756.375794786396,-19.34638641216142,1843.1429460059123,70.68694600591243,70.57928093568353
0.082,-0.582,0.001000000001256085,9749.836361546164,-19.34619364548882,1846.1688774989914,73.71287749899147,73.60521242876257
0.084,-0.584,0.0010000000010482735,9743.305820999474,-19.34600081501193,1849.254557557976,76.79855755797621,76.6908924877473
0.086,-0.586,0.001000000000698983,9736.784139839645,-19.34580792210839,1852.3998572688777,79.94385726887776,79.83619219864886
0.088,-0.588,0.0010000000008478865,9730.271290498273,-19.345614967821486,1855.6046476205502,83.14864762055026,83.04098255032136
0.09,-0.59,0.0010000000001424995,9723.767310465351,-19.345421952052615,1858.86879950797,86.41279950797002,86.30513443774112
0.092,-0.592,0.001000000000385532,9717.272147769389,-19.345228870005595,1862.192183735566,89.7361837355661,89.6285186653372
0.094,-0.594,0.0010000000012688579,9710.785781386889,-19.34503572368008,1865.5746710204435,93.11867102044357,93.01100595021467
0.096,-0.596,0.0010000000002486102,9704.308200814441,-19.344842524341995,1869.0161319956412,96.56013199564131,96.45246692541241
0.098,-0.598,0.0010000000021635625,9697.839409019141,-19.344649258104564,1872.516437213366,100.06043721336619,99.95277214313728
0.1,-0.6,0.0010000000011880642,9691.379329469099,-19.344455930965676,1876.0754571481448,103.61945714814487,103.51179207791597
0.102,-0.602,0.0010000000010916223,9684.928025908994,-19.34426253948197,1879.693062200042,107.23706220004215,107.12939712981324
0.104,-0.604,0.0010000000007715892,9678.485499382885,-19.344069084349368,1883.3691226977794,110.9131226977795,110.8054576275506
0.106,-0.606,0.0010000000009439665,9672.051625004451,-19.3438755674736,1887.1035089018706,114.64750890187065,114.53984383164175
0.108,-0.608,0.0010000000011429547,9665.626472555941,-19.34368199159348,1890.8960910077333,118.44009100773337,118.33242593750447
0.11,-0.61,0.0010000000004445982,9659.209983621684,-19.343488349469066,1894.7467391487596,122.29073914875971,122.18307407853081
0.112,-0.612,0.00100000000034244,9652.802171559477,-19.343294653700962,1898.6553233993611,126.19932339936122,126.09165832913231
0.114,-0.614,0.0010000000004046158,9646.402991688019,-19.343100887499798,1902.6217137780332,130.16571377803325,130.05804870780435
0.116,-0.616,0.001000000003193858,9640.012468026565,-19.34290706862131,1906.645780250375,134.18978025037518,134.08211518014627
0.118,-0.618,0.0010000000003606733,9633.63054800071,-19.34271318014964,1910.7273927320127,138.27139273201283,138.16372766178392
0.12,-0.62,0.0010000000007538692,9627.257216529099,-19.342519233251746,1914.8664210916781,142.41042109167824,142.30275602144934
0.13,-0.63,0.0010000000003390396,9595.519148741245,-19.341548572061495,1936.4182435470807,163.9622435470808,163.85457847685188
0.14,-0.64,0.001000000000248513,9563.993775157242,-19.340576384935925,1959.3859213520927,186.92992135209283,186.82225628186393
0.15,-0.65,0.0010000000013883233,9532.679184019362,-19.339602664386643,1983.753152544804,211.29715254480402,211.18948747457512
0.16,-0.66,0.001000000000327413,9501.573499173974,-19.33862742872675,2009.503626959502,237.04762695950217,236.93996188927326
0.17,-0.67,0.001000000001239927,9470.674744454125,-19.33765067861574,2036.621034489035,264.1650344890352,264.0573694188063
0.18,-0.6799999999999999,0.0010000000004717912,9439.981071825063,-19.336672422658847,2065.089073020628,292.633073020628,292.5254079503991
0.19,-0.69,0.001000000000121872,9409.490543065216,-19.335692670118785,2094.8914560513836,322.43545605138365,322.32779098115475
0.2,-0.7,0.001000000000253405,9379.201316140457,-19.334711426236733,2126.011919990123,353.5559199901229,353.448254919894
0.21,-0.71,0.001000000000181319,9349.111413752667,-19.333728701018913,2158.4342311520622,385.97823115206234,385.87056608183343
0.22,-0.72,0.0010000000002364294,9319.219188271436,-19.332744481962575,2192.1421924531824,419.68619245318246,419.57852738295355
0.23,-0.73,0.0010000000001962463,9289.522630277517,-19.331758805537955,2227.1196498111826,454.6636498111827,454.5559847409538
0.24,-0.74,0.0010000000000588323,9260.019929180631,-19.330771662228056,2263.3504982596523,490.89449825965244,490.78683318942353
0.25,-0.75,0.0010000000005141254,9230.709277063528,-19.32978305706899,2300.8186877827297,528.3626877827298,528.2550227125009
0.26,-0.76,0.0010000000003812222,9201.588882981254,-19.328793003362886,2339.508228877038,567.0522288770383,566.9445638068094
0.27,-0.77,0.001000000000206536,9172.657020162362,-19.327801502133592,2379.4031978479,606.9471978479003,606.8395327776714
0.28,-0.78,0.0010000000003498404,9143.911722237468,-19.32680856913969,2420.4877418469528,648.0317418469529,647.924076776724
0.29,-0.79,0.0010000000005457766,9115.351407450173,-19.32581419771557,2462.7460836580444,690.2900836580445,690.1824185878156
0.3,-0.8,0.0010000000002591946,9086.974283550888,-19.32481840742528,2506.162526238307,733.7065262383069,733.598861168078
0.31,-0.81,0.0010000000004189665,9058.778555340356,-19.323821197967316,2550.7214570216547,778.2654570216548,778.1577919514259
0.32,-0.8200000000000001,0.0010000000001118476,9030.762556595757,-19.32282257206455,2596.407351991107,823.9513519911072,823.8436869208783
0.33,-0.8300000000000001,0.0010000000002820782,9002.924588411071,-19.32182254590955,2643.2047795273124,870.7487795273125,870.6411144570836
0.34,-0.8400000000000001,0.0010000000007383204,8975.262925735133,-19.320821118160676,2691.0984040395556,918.6424040395557,918.5347389693268
0.35,-0.85,0.0010000000002053301,8947.775952851147,-19.319818305156527,2740.0729893862012,967.6169893862013,967.5093243159724
0.36,-0.86,0.0010000000003196354,8920.461959113693,-19.318814107407416,2790.1134020912796,1017.6574020912797,1017.5497370210508
0.37,-0.87,0.0010000000001163783,8893.319324526263,-19.31780853017774,2841.2046143633843,1068.7486143633844,1068.6409492931555
0.38,-0.88,0.001000000000293087,8866.346437693328,-19.31680158218317,2893.331706923718,1120.8757069237179,1120.768041853489
0.39,-0.89,0.001000000000238688,8839.541664523862,-19.315793268134694,2946.4798716493615,1174.0238716493616,1173.9162065791327
0.4,-0.9,0.0010000000002500758,8812.903417960191,-19.314783601869376,3000.6344140380615,1228.1784140380616,1228.0707489678327
0.41,-0.9099999999999999,0.0010000000003373688,8786.430078877103,-19.31377258398204,3055.780755500784,1283.324755500784,1283.2170904305551
0.42,-0.9199999999999999,0.0010000000002426052,8760.120175078144,-19.312760221139083,3111.904435487856,1339.4484354878562,1339.3407704176273
0.43,-0.9299999999999999,0.0010000000002338334,8733.972111364688,-19.31174651744045,3168.9911134547096,1396.5351134547097,1396.4274483844808
0.44,-0.94,0.0010000000000645521,8707.984336703112,-19.310731485535225,3227.0265706730543,1454.5705706730544,1454.4629056028255
0.45,-0.95,0.0010000000000477238,8682.155361591042,-19.309715135563813,3285.996711893009,1513.540711893009,1513.4330468227802
0.46,-0.96,0.0010000000004770184,8656.483711431158,-19.308697460002175,3345.8875668618084,1573.4315668618085,1573.3239017915796
0.47,-0.97,0.00100000000021442,8630.967818792866,-19.307678479516888,3406.6852917045767,1634.2292917045768,1634.1216266343479
0.48,-0.98,0.0010000000003490264,8605.606281288005,-19.306658185955353,3468.3761701722688,1695.9201701722689,1695.81250510204
0.49,-0.99,0.0010000000001935056,8580.397616351132,-19.30563660154225,3530.9466147622343,1758.4906147622344,1758.3829496920055
0.5,-1.0,0.0010000000002323979,8555.340442310935,-19.3046137217768,3594.3831677160256,1821.9271677160257,1821.8195026457968
0.51,-1.01,0.001000000000163105,8530.43327582762,-19.30358956793594,3658.6725018998795,1886.2165018998796,1886.1088368296507
0.52,-1.02,0.0010000000000665492,8505.674768739224,-19.302564124583395,3723.8014215722083,1951.3454215722084,1951.2377565019794
0.53,-1.03,0.0010000000000696938,8481.06346675125,-19.30153742049576,3789.756863043024,2017.3008630430243,2017.1931979727954
0.54,-1.04,0.0010000000003998308,8456.598020663007,-19.30050944420554,3856.525895229788,2084.069895229788,2083.962230159559
0.55,-1.05,0.0010000000001813424,8432.277066634193,-19.299480210945898,3924.0957201139904,2151.6397201139907,2151.532055043762
0.56,-1.06,0.001000000000121162,8408.099254766492,-19.298449728263122,3992.4536731029393,2219.997673102939,2219.8900080327103
0.57,-1.0699999999999998,0.0010000000001485132,8384.063292223631,-19.29741800186849,4061.587223300628,2289.1312233006283,2289.0235582303994
0.58,-1.08,0.001000000000127759,8360.167877433534,-19.296385042558352,4131.483973692142,2359.027973692142,2358.920308621913
0.59,-1.0899999999999999,0.0010000000001432502,8336.41161379934,-19.295350840653636,4202.13166124515,2429.67566124515,2429.567996174921
0.6,-1.1,0.001000000000049557,8312.793251518671,-19.29431541639448,4273.518156932388,2501.0621569323876,2500.9544918621586
0.61,-1.1099999999999999,0.00100000000009188,8289.31157424745,-19.293278771881983,4345.63146567898,2573.17546567898,2573.067800608751
0.62,-1.12,0.001000000000110515,8265.965294143978,-19.29224091994298,4418.459726238015,2646.0037262380147,2645.896061167786
0.63,-1.13,0.0010000000002363335,8242.753159137132,-19.291201866236147,4491.991210997826,2719.5352109978257,2719.427545927597
0.64,-1.1400000000000001,0.0010000000002066201,8219.673932939611,-19.29016160452829,4566.2143257243615,2793.7583257243614,2793.6506606541325
0.65,-1.15,0.0010000000004955715,8196.726424126406,-19.28912015446733,4641.117609241976,2868.6616092419763,2868.5539441717474
0.66,-1.1600000000000001,0.0010000000000328557,8173.909471753557,-19.28807752097867,4716.689733055563,2944.233733055563,2944.126067985334
0.67,-1.17,0.0010000000007488034,8151.221760083734,-19.287033701845726,4792.919500917263,3020.4635009172625,3020.3558358470336
0.68,-1.1800000000000002,0.0010000000001340146,8128.66228096237,-19.28598870823151,4869.795848340535,3097.3398483405344,3097.2321832703055
0.69,-1.19,0.0010000000001408335,8106.229725814832,-19.284942551653042,4947.307842064441,3174.8518420644405,3174.7441769942116
0.7,-1.2,0.001000000000113879,8083.9230029900045,-19.283895233822843,5025.444679470855,3252.9886794708545,3252.8810144006256
0.71,-1.21,0.0010000000001592483,8061.7410909960345,-19.282846765471245,5104.195687957307,3331.739687957307,3331.632022887078
0.72,-1.22,0.0010000000001418596,8039.682661323022,-19.28179714497548,5183.550324267784,3411.094324267784,3410.986659197555
0.73,-1.23,0.0010000000000157231,8017.74675109998,-19.28074638457358,5263.498173784314,3491.0421737843135,3490.9345087140846
0.74,-1.24,0.001,8000.0,-19.27969449116993,5344.062015609211,3571.6060156092108,3571.498350538982
0.75,-1.25,0.001,8000.0,-19.278641467113168,5426.457979644207,3654.0019796442066,3653.8943145739777
0.76,-1.26,0.001,8000.0,-19.277587320213904,5511.271403687598,3738.8154036875976,3738.7077386173687
0.77,-1.27,0.001,8000.0,-19.276532056386383,5598.458582994897,3826.0025829948972,3825.8949179246683
0.78,-1.28,0.001,8000.0,-19.27547568550413,5687.976497756523,3915.5204977565227,3915.4128326862938
0.79,-1.29,0.001,8000.0,-19.27441820768387,5779.782802989466,4007.326802989466,4007.2191379192373
0.8,-1.3,0.001,8000.0,-19.27335963483696,5873.835818541193,4101.379818541192,4101.2721534709635
0.81,-1.31,0.001,8000.0,-19.272299971360553,5970.094519207253,4197.638519207253,4197.530854137024
0.82,-1.3199999999999998,0.0010000000001693127,8000.000053473917,-19.271239223030562,6068.518561238048,4296.062561238048,4295.954896167819
0.83,-1.33,0.001,8000.0,-19.270177396010975,6169.068091311631,4396.612091311631,4396.504426241402
0.84,-1.3399999999999999,0.001,8000.0,-19.26911449732786,6271.704099745604,4499.248099745604,4499.140434675375
0.85,-1.35,0.001,8000.0,-19.268050532580315,6376.388048327355,4603.932048327355,4603.824383257126
0.86,-1.3599999999999999,0.001,8000.0,-19.26698550720533,6483.0820423843625,4710.626042384362,4710.518377314133
0.87,-1.37,0.001,8000.0,-19.265919423273434,6591.748785322005,4819.292785322004,4819.1851202517755
0.88,-1.38,0.001,8000.0,-19.26485230248746,6702.351569552855,4929.895569552855,4929.787904482626
0.89,-1.3900000000000001,0.001,8000.0,-19.263784136885423,6814.854267543278,5042.398267543278,5042.290602473049
0.9,-1.4,0.001,8000.0,-19.262714933841938,6929.221322976375,5156.765322976375,5156.657657906146
0.91,-1.4100000000000001,0.001,8000.0,-19.26164470275265,7045.417742031774,5272.961742031774,5272.854076961545
0.92,-1.42,0.001,8000.0,-19.260573450322504,7163.40908478149,5390.953084781489,5390.845419711261
0.93,-1.4300000000000002,0.001,8000.0,-19.25950118041514,7283.161456701762,5510.705456701762,5510.597791631533
0.94,-1.44,0.001,8000.0,-19.25842789862534,7404.641500300155,5632.185500300155,5632.077835229926
0.95,-1.45,0.001,8000.0,-19.25735361322064,7527.8163868577185,5755.360386857718,5755.2527217874895
0.96,-1.46,0.001,8000.0,-19.256278330458372,7652.653808285271,5880.197808285271,5880.090143215042
0.97,-1.47,0.001,8000.0,-19.255202053675706,7779.121969093473,6006.665969093473,6006.558304023244
0.98,-1.48,0.001,8000.0,-19.254124791017176,7907.189578475599,6134.733578475599,6134.62591340537
0.99,-1.49,0.001,8000.0,-19.253046546284036,8036.825842502498,6264.369842502498,6264.262177432269
1.0,-1.5,0.001,8000.0,-19.251967328303248,8168.000456429334,6395.544456429334,6395.436791359105
1.01,-1.51,0.001,8000.0,-19.250887141339458,8300.683597111805,6528.227597111805,6528.119932041576
1.02,-1.52,0.001,8000.0,-19.249805994859756,8434.845915533087,6662.389915533087,6662.282250462858
1.03,-1.53,0.001,8000.0,-19.248723890048304,8570.458529438682,6798.002529438681,6797.8948643684525
1.04,-1.54,0.001,8000.0,-19.24764083293506,8707.49301607864,6935.037016078641,6934.929351008412
1.05,-1.55,0.001,8000.0,-19.246556830167606,8845.921405057668,7073.465405057668,7073.357739987439
1.06,-1.56,0.001,8000.0,-19.245471892486886,8985.716171289563,7213.260171289563,7213.152506219334
1.07,-1.57,0.001,8000.0,-19.244386020107637,9126.850228056797,7354.394228056797,7354.286562986568
1.08,-1.58,0.0010000000010967091,8000.0,-19.243299219238224,9269.296920173578,7496.840920173578,7496.733255103349
1.09,-1.59,0.001,8000.0,-19.242211499242043,9413.03001725124,7640.57401725124,7640.466352181011
1.1,-1.6,0.001,8000.0,-19.241122861507037,9558.023707064825,7785.567707064825,7785.460041994596
