z,delta,f,fsigma8
0.0,0.6988330863764729,0.5263249432921303,0.4263232040666256
0.017465951510222233,0.6924306726296662,0.5367678110311694,0.430798638450286
0.03523696248260211,0.6859628097755585,0.5472194646820655,0.4350845562248088
0.05331836107091292,0.6794323861445277,0.557670511630763,0.4391728513816298
0.07171556849020533,0.6728424158405689,0.5681107777900313,0.4430553144557071
0.09043410064220558,0.6661960322393538,0.5785299837876192,0.44672419447206346
0.1094795697691151,0.659496480803205,0.5889177867154968,0.4501722435130401
0.12885768613628468,0.6527471112483978,0.5992638233720554,0.45339275878324853
0.14857425974428273,0.6459513691060786,0.6095577545739737,0.45637962164598567
0.16863520207086702,0.6391127866545342,0.6197893104601834,0.45912733335888456
0.1890465278433755,0.6322349734684969,0.6299483356419082,0.4616310466671118
0.20981435684208605,0.6253216069569184,0.6400248321215624,0.46388659194389514
0.2309449157350607,0.6183764212213706,0.6500090072041489,0.46589050188476133
0.252444539945045,0.6114031966508826,0.6598913163414716,0.46764002903713003
0.27431967554896786,0.6044057492594044,0.6696625042065015,0.4691331580487452
0.2965768812106284,0.5973879197532288,0.6793136442006815,0.4703686128647799
0.3192228301471285,0.5903535624457438,0.6888361760404782,0.47134585883190555
0.34226431212965647,0.5833065341368739,0.6982219409921402,0.47206509966762183
0.36570823551921605,0.5762506830745756,0.7074632142398078,0.4725272692531387
0.38956162933790583,0.5691898381157536,0.7165527337817222,0.47273401820810473
0.4138316453763873,0.5621277982039564,0.7254837251522226,0.4726876952054767
0.43852556033814905,0.5550683222660638,0.7342499218542412,0.4723913234164352
0.4636507780212318,0.548015118978234,0.7428455844395195,0.4718485738767896
0.4892148315380498,0.5409718375899012,0.7512655129390585,0.47106373368709203
0.5152253855739972,0.5339420590572559,0.7595050561360605,0.47004167113599826
0.5416902386854905,0.5269292874870765,0.7675601175627069,0.4687877980102867
0.5686173256381541,0.5199369422734191,0.7754271573328257,0.46730802924088277
0.5960147197858463,0.5129683509151235,0.783103190027111,0.46560874041418887
0.6238906354912268,0.5060267425017216,0.790585778887709,0.4636967236780273
0.6522534305886207,0.4991152418553287,0.797873026626694,0.46157914257149907
0.6811116088898799,0.492236864316109,0.8049635632092041,0.459263486308066
0.7104738227340239,0.485394511190926,0.8118565308670256,0.4567575239754825
0.740348875581401,0.47859096593589484,0.8185515663080163,0.45406925897479145
0.7707457246531755,0.47182889080498847,0.8250487818904214,0.45120688467491654
0.8016734836169013,0.46511082466589493,0.83134874185114,0.44817873998916047
0.833141425319009,0.4584391810408234,0.8374524390360663,0.444993267226994
0.8651589845650105,0.4518162467856187,0.8433612704355696,0.44165897174864605
0.8977357609482783,0.44524418142099076,0.8490770114072342,0.4381843834881418
0.9308815217282158,0.4387250170592147,0.8546017888770847,0.43457802054263356
0.964606204758705,0.4322606588696479,0.8599380538787764,0.4308483550258561
0.9989199214677043,0.42585288602641574,0.8650885538647356,0.42700378138354866
1.0338329598888767,0.41950335308161824,0.8700563053042745,0.42305258736868034
1.0693557877461877,0.4132135917177057,0.8748445669600254,0.41900292778347065
1.10549905559236,0.4069850129426335,0.879456813089522,0.4148628006353061
1.1422736000021572,0.40081890958786415,0.8838967077559495,0.4106400260850697
1.1796904468214242,0.3947164591035505,0.888168079020515,0.40634222752190224
1.2177608144729017,0.3886787266301396,0.8922748948381771,0.40197681552209674
1.2564961173197564,0.38270666828220556,0.8962212400267598,0.3975509742107248
1.2959079690878683,0.37680113461609327,0.9000112942721514,0.39307164987283655
1.3360081863478919,0.3709628742520511,0.9036493112399785,0.38854554170698324
1.3768087920581267,0.3651925376215352,0.9071395988749976,0.3839790946138134
1.4183220191692838,0.35949068081035795,0.9104865009796916,0.37937849391248857
1.4605603142921972,0.35385776946836683,0.9136943801731225,0.37474966187767167
1.5035363414296046,0.34829418269522194,0.916767602345943,0.3700982559273162
1.5472629857730933,0.3428002170970918,0.9197105220649517,0.36542966832713064
1.59175335756639,0.33737609088037807,0.922527469133422,0.36074902725720387
1.6370207960361003,0.3320219474500095,0.9252227370530209,0.3560611988552356
1.6830788733911173,0.32673785938516664,0.9278005723006939,0.351370790622392
1.7299413988918682,0.32152383233432663,0.930265164656929,0.34668215571558547
1.777622422990662,0.3163798088075435,0.9326206385971305,0.341999398019348
1.8261362415443232,0.31130567186504576,0.9348710457327346,0.3373263779073582
1.8754974001004179,0.3063012487012235,0.9370203582753326,0.3326667186036807
1.9257206982583446,0.3013663141230831,0.9390724634818646,0.3280238130537777
1.9768211941065785,0.2965005939222475,0.941031159021828,0.32340083121535523
2.028814208737446,0.2917037681395737,0.942900149188296,0.31880072767909823
2.081715330840727,0.28697547422147135,0.9446830418532697,0.31422624952936173
2.1355404213775024,0.28231531006699184,0.9463833460443658,0.3096799443548718
2.1903056183356235,0.27772283696477035,0.9480044699939641,0.3051641683195003
2.2460273415682632,0.27319758241636716,0.9495497195337539,0.3006810942162778
2.3027222977169504,0.26873904276257293,0.9510222979994913,0.2962327197495847
2.3604074852206045,0.26434668574808184,0.9524253053071713,0.29182087541199714
2.4191001994120587,0.26001995297835534,0.9537617384535378,0.28744723260545657
2.478818037703581,0.25575826222776055,0.9550344923444586,0.2831133115789306
2.5395789048629984,0.25156100964224065,0.9562463605589682,0.2788204890995483
2.6014010183819414,0.24742757182694083,0.9574000364128359,0.2745700059494901
2.6643029139378687,0.2433573078223052,0.9584981143080163,0.270362974235778
2.728303450951474,0.23934956097216617,0.9595430913476097,0.26620038450011574
2.7934218182411867,0.23540366068734186,0.9605373691886586,0.2620831126159245
2.8596775397764063,0.23151892410826466,0.9614832560972243,0.25801192645972587
2.9270904805312385,0.22769465767015679,0.9623829691616562,0.25398749234401735
2.9956808524404526,0.22393015857427417,0.9632386366107918,0.25001038119879015
3.0654692204595015,0.22022471616873424,0.9640523001739293,0.24608107448883512
3.1364765087303486,0.21657761324245087,0.9648259174087871,0.24219996985398792
3.2087240068550065,0.21298812724171184,0.9655613640394851,0.23836738649760572
3.282233376278648,0.2094555314006251,0.966260436688713,0.23458357040996416
3.3570266567841864,0.2059790957626415,0.9669248548877197,0.23084869912706224
3.4331262731003243,0.2025580882186731,0.9675562641407434,0.22716288660700765
3.510555041624987,0.19919177541589578,0.9681562384169272,0.223526187659846
3.589336177266202,0.195879423600912,0.9687262825654422,0.2199386021350129
3.6694933004024426,0.19262029940599495,0.9692678347330081,0.21640007890029686
3.751050443964579,0.1894136705804688,0.9697822687762812,0.2129105196172535
3.8340320606414844,0.18625880666928674,0.9702708966604419,0.20946978231801924
3.918463030211509,0.18315497964086203,0.9707349708341649,0.2060776847884658
4.004368667002009,0.18010146446621073,0.9711756865699868,0.2027340077626409
4.091774727479141,0.1770975396514648,0.9715941842578972,0.19943849793344032
4.180707417970267,0.17414248772581126,0.971991551638776,0.19619087078445252
4.271193402521185,0.1712355956869183,0.97236882596307,0.1929908132479241
4.363259810890629,0.1683761554059037,0.9727269960588594,0.18983798619378747
4.4569342466843676,0.16556346399756078,0.9730670043248515,0.18673202676508577
4.552244795631428,0.1627968241690877,0.9733897487597333,0.18367255060113907
4.649220034004811,0.1600755444976853,0.9736960846346122,0.18065915382223058
4.747889037189315,0.1573989397362591,0.9739868266171307,0.1776914150465197
4.848281388399007,0.1547663310591713,0.9742627505372857,0.17476889718799735
4.95042718754692,0.15217704627882317,0.9745245950565367,0.17189114912730583
5.054357060269723,0.14963042004056323,0.9747730632947449,0.1690577072783585
5.160102167109965,0.14712579399679293,0.9750088244113994,0.1662680970548439
5.267694212858729,0.14466251696113486,0.9752325151378644,0.1635218342406952
5.37716545606142,0.14223994504353368,0.9754447412577413,0.16081842626860876
5.488548718689653,0.1398574417671553,0.9756460790328626,0.15815737341069244
5.601877395982002,0.13751437816795525,0.975837076572945,0.15553816988532915
5.717185466456662,0.13521013287778186,0.976018255147525,0.15296030488433557
5.8345075020989645,0.1329440921918842,0.9761901104394809,0.1504232635245006
5.953878678726875,0.13071565012169037,0.9763531137402395,0.14792652772758424
6.075334786537487,0.12852420843553258,0.9765077131048552,0.14546957703746946
6.19891224083774,0.12636917669800665,0.9766543345095062,0.14305188939530922
6.324648092962565,0.12424997226252114,0.9767933825941512,0.14067294176281434
6.4525800413836905,0.1221660203034374,0.9769252419619828,0.13833221083774047
6.582746443012549,0.1201167538171881,0.9770502781597384,0.13602917365171624
6.715186324700516,0.11810161360948394,0.9771688385546419,0.1337633081062087
6.849939394940073,0.11612004827620259,0.9772812531856859,0.13153409346871445
6.987046055770279,0.11417151417824313,0.9773878355873054,0.12934101083088864
7.126547414890275,0.11225547541062587,0.9774888835837562,0.1271835435303202
7.26848529798427,0.11037140376612167,0.9775846800528188,0.12506117753766788
7.41290226126185,0.10851877869369074,0.9776754936577944,0.12297340181086508
7.559841604217297,0.10669708725201327,0.9777615795471678,0.12091970861810554
7.709347382611739,0.10490582405839427,0.9778431800217611,0.11889959383132163
7.861464421682117,0.10314449123332282,0.9779205251697191,0.11691255719186394
8.016238329580776,0.10141259834096943,0.9779938334702402,0.11495810255009585
8.173715511049851,0.09970966232590175,0.9780633123676026,0.11303573808061182
8.333943181334421,0.09803520744630168,0.9781291588177505,0.11114497647479225
8.49696938033878,0.09638876520396386,0.9781915598104792,0.10928533511240324
8.66284298702984,0.09476987427924222,0.978250693074376,0.10745633624521915
8.831613734092205,0.09317808045573217,0.9783067273772363,0.1056575071102377
9.003332222839095,0.09161293652126076,0.978359822256224,0.10388837994549543
9.178049938383847,0.0900740022188821,0.978410129276427,0.10214849221869178
9.35581926507628,0.08856084416681387,0.9784577924134494,0.10043738671118262
9.536693502208728,0.08707303577646942,0.978502948390273,0.0987546115857498
9.72072687999639,0.08561015717008727,0.9785457270078116,0.09709972044472148
9.907974575836743,0.08417179509801519,0.9785862514681277,0.09547227237885585
10.098492730853044,0.08275754285570448,0.9786246386893377,0.09387183200739949
10.292338466726678,0.08136700020047251,0.9786609996112946,0.09229796950973419
10.489569902823554,0.07999977326808917,0.9786954394912164,0.0907502606490232
10.69024617361958,0.07865547448924479,0.9787280581885226,0.08922828678827018
10.894427446430582,0.07733372250595508,0.9787589504382479,0.08773163489920192
11.102174939451794,0.07603414208796128,0.9787882061125265,0.08625989756438886
11.313550940112487,0.07475636404918101,0.9788159104697839,0.08481267297301406
11.528618823751154,0.07350002516426728,0.9788421443914279,0.08338956491070385
11.74744307261685,0.0722647680853321,0.9788669846060213,0.08199018274383237
11.970089295202495,0.07105024125889102,0.9788905039011091,0.08061414139871168
12.196624245915755,0.06985609884308627,0.9789127713231048,0.0792610613360806
12.427115845093555,0.06868200062524425,0.978933852365889,0.077930568521304
12.661633199366097,0.06752761193982486,0.9789538091490433,0.07662229439069526
12.900246622376669,0.06639260358681848,0.9789727005869521,0.07533587581437333
13.14302765586323,0.06527665175064834,0.9789905825503329,0.07407095505606794
13.39004909110827,0.06417943791963436,0.9790075080221159,0.07282717973028428
13.641384990763298,0.06310064880607515,0.9790235272500011,0.07160420275723986
13.897110711054466,0.062039976267005414,0.9790386878984382,0.0704016823159859
14.157302924376157,0.06099711722568465,0.9790530352032548,0.06921928179612492
14.422039642279062,0.05997177359387472,0.9790666121326655,0.06805666974853802
14.691400238859847,0.05896365219324338,0.979079459531851,0.06691351983173066
14.965465474559263,0.05797246467960582,0.9790916159300216,0.06578951073667273
15.244317520376043,0.05699792749374364,0.9791031177823164,0.06468432617086264
15.528039982503586,0.05603976176202106,0.9791139997127227,0.06359765478288078
15.816717927397022,0.05509769322036001,0.9791242945818699,0.06252919009978415
16.110437907278026,0.054171452143227536,0.979134033567581,0.06147863046976046
16.409287986085214,0.05326077327326195,0.9791432462438067,0.06044567900415047
16.713357765877674,0.05236539575155867,0.9791519606576939,0.05943004351891482
17.022738413699713,0.051485063048635316,0.9791602034045498,0.05843143647561985
17.33752268891482,0.05061952289609617,0.9791679997004867,0.057449574922018236
17.657804971017015,0.04976852721901643,0.97917537345255,0.056484180432299864
17.983681287927983,0.048931832069065886,0.9791823473261557,0.055534979047088096
18.315249344788455,0.04810919755839245,0.9791889428096949,0.054601701213256866
18.65260855325238,0.0473003877942857,0.9791951802761913,0.053684081723644195
18.995860061292877,0.04650517081464006,0.9792010790419408,0.05278185965673722
19.34510678352861,0.04572331852423837,0.979206657422093,0.051894778316404405
19.700453432080014,0.044954606631875296,0.9792119327831927,0.05102258517174992
20.062006547964348,0.044198814588341205,0.9792169215927409,0.050165031797166096
20.429874533039076,0.0434557255252863,0.9792216394659,0.04932187381265885
20.804167682503294,0.04272512619498508,0.9792261012095242,0.04849287082452172
21.184998217966655,0.042006806911021564,0.9792303208637719,0.04767778636643394
21.572480321096037,0.04130056148991484,0.9792343117416292,0.046876387841057625
21.966730167849747,0.04060618719370564,0.9792380864667596,0.04608844646220998
22.36786596330978,0.039923484673523434,0.9792416570101857,0.04531373719768514
22.776007977122323,0.039252257914154744,0.9792450347264091,0.044552038712801986
23.19127857955741,0.03859231417963211,0.9792482303896859,0.043803133314752364
23.61380227819824,0.03794346395986451,0.9792512542312849,0.04306680689782594
24.043705755271446,0.03730552091832543,0.9792541159786904,0.04234284888958235
24.481117905629304,0.03667830182801042,0.9792568248564307,0.041631052181747896
24.926169875395285,0.03606162653950675,0.9792593895699512,0.040931213096701925
25.378995101284733,0.035455317931396765,0.9792618183924372,0.04024313133806982
25.839729350612163,0.03485920184467715,0.9792641191848491,0.03956660991997608
26.30851076199746,0.03427310703506563,0.9792662994156193,0.038901455116386714
26.78547988678289,0.03369686512583512,0.9792683661799836,0.038247476410845783
27.27077973117371,0.033130310561185095,0.9792703262188904,0.0376044864466258
27.764555799114564,0.032573280560161025,0.9792721859374252,0.03697230097731161
28.266956135914995,0.0320256150711318,0.9792739514227029,0.03635073881783724
28.77813137263669,0.031487156726835996,0.9792756284611761,0.035739621795995755
29.29823477125619,0.03095775080000667,0.9792772225553203,0.03513877470444113
29.827422270616296,0.030437245159585725,0.9792787389396579,0.03454802525320248
30.365852533180025,0.029925490227537755,0.9792801825960935,0.03396720402272984
